entidad,n_entidad,nivel,insc_t,hom_t,muj_t,egre_hom,egre_muj,egre_tot,docente_h,docente_m,tot_doc,porc_aban_hom,porc_aban_muj,porc_aban_tot,porc_doc_hom,porc_doc_muj,porc_ins_hom,porc_insc_muj
11,guanajuato,inicial,48519,25169,23350,0,0,0,1,1337,1338,1.0,1.0,1.0,0.0007473841554559044,0.9992526158445441,0.5187452338259239,0.48125476617407614
11,guanajuato,media superior,1507566,714019,793547,178880,217756,396636,57285,57110,114395,0.7494744537610344,0.7255915528632835,0.7369030609605152,0.5007648935705232,0.4992351064294768,0.4736237086800843,0.5263762913199157
11,guanajuato,preescolar,1382031,696399,685632,0,0,0,899,51727,52626,1.0,1.0,1.0,0.01708281077794246,0.9829171892220575,0.503895354011596,0.49610464598840404
11,guanajuato,primaria,4124755,2098234,2026521,0,0,0,34675,109163,143838,1.0,1.0,1.0,0.24106981465259528,0.7589301853474048,0.5086930011600689,0.4913069988399311
11,guanajuato,secundaria,1885404,946768,938636,291317,299105,590422,34499,45453,79952,0.6923037111520457,0.681340796645345,0.6868458961580648,0.43149639783870325,0.5685036021612968,0.5021565669745052,0.4978434330254948
12,guerrero,inicial,20303,10466,9837,0,0,0,0,1214,1214,1.0,1.0,1.0,0.0,1.0,0.5154903216273458,0.4845096783726543
12,guerrero,media superior,879157,425541,453616,110736,126210,236946,36042,26935,62977,0.7397759557833441,0.7217690734012909,0.7304849986976161,0.5723041745399114,0.4276958254600886,0.48403299979412095,0.515967000205879
12,guerrero,preescolar,994715,503060,491655,0,0,0,1264,46679,47943,1.0,1.0,1.0,0.02636464134493044,0.9736353586550696,0.5057327978365662,0.4942672021634337
12,guerrero,primaria,2538485,1289595,1248890,0,0,0,44368,66623,110991,1.0,1.0,1.0,0.39974412339739257,0.6002558766026074,0.5080175774132997,0.49198242258670033
12,guerrero,secundaria,1122715,563483,559232,174038,177726,351764,24301,31095,55396,0.6911388631067841,0.6821962977798124,0.6866845103165096,0.4386778828796303,0.5613221171203697,0.5018931785894016,0.4981068214105984
13,hidalgo,inicial,25158,12731,12427,0,0,0,97,1376,1473,1.0,1.0,1.0,0.0658520027155465,0.9341479972844535,0.5060418157246204,0.4939581842753796
13,hidalgo,media superior,861607,414611,446996,95488,116143,211631,32357,35993,68350,0.7696925551902868,0.7401699344065719,0.7543764152333953,0.47340160936356984,0.5265983906364301,0.481206629008353,0.518793370991647
13,hidalgo,preescolar,601411,303382,298029,0,0,0,1291,28985,30276,1.0,1.0,1.0,0.04264103580393711,0.9573589641960629,0.5044503675523062,0.49554963244769384
13,hidalgo,primaria,2000307,1015210,985097,0,0,0,25538,66024,91562,1.0,1.0,1.0,0.2789148336646207,0.7210851663353793,0.5075270945909803,0.4924729054090197
13,hidalgo,secundaria,1022434,514505,507929,160882,164258,325140,16986,27152,44138,0.6873072176169328,0.6766122824252996,0.6819941433872505,0.3848384611899044,0.6151615388100956,0.5032158554977632,0.49678414450223685
14,jalisco,inicial,65489,34444,31045,0,0,0,5,4330,4335,1.0,1.0,1.0,0.0011534025374855825,0.9988465974625144,0.5259509230557804,0.47404907694421966
14,jalisco,media superior,2022406,964530,1057876,251225,311678,562903,89203,77947,167150,0.7395363544938987,0.7053737867198047,0.7216666683148685,0.5336703559676937,0.4663296440323063,0.47692204235944713,0.5230779576405529
14,jalisco,preescolar,1713559,862745,850814,0,0,0,1210,77036,78246,1.0,1.0,1.0,0.015464049280474401,0.9845359507195256,0.5034813508026278,0.49651864919737226
14,jalisco,primaria,5487479,2793666,2693813,0,0,0,54707,135943,190650,1.0,1.0,1.0,0.2869499082087595,0.7130500917912405,0.5090982580525593,0.4909017419474407
14,jalisco,secundaria,2497726,1255736,1241990,376808,385315,762123,53777,63433,117210,0.6999305586524556,0.689759981964428,0.6948732567143073,0.45880897534340076,0.5411910246565993,0.5027517029490024,0.4972482970509976
15,méxico,inicial,82498,43051,39447,0,0,0,20,3542,3562,1.0,1.0,1.0,0.005614823133071308,0.9943851768669287,0.5218429537685763,0.4781570462314238
15,méxico,media superior,4087416,1965251,2122165,514503,600898,1115401,166396,196127,362523,0.7381998533520655,0.7168467107882752,0.7271134134621972,0.4589943258772547,0.5410056741227454,0.48080523245003687,0.5191947675499631
15,méxico,preescolar,2882587,1445325,1437262,0,0,0,3674,127676,131350,1.0,1.0,1.0,0.027971069661210508,0.9720289303387895,0.5013985701038685,0.4986014298961315
