entidad,n_entidad,nivel,insc_t,hom_t,muj_t,egre_hom,egre_muj,egre_tot,docente_h,docente_m,tot_doc,porc_aban_hom,porc_aban_muj,porc_aban_tot,porc_doc_hom,porc_doc_muj,porc_ins_hom,porc_insc_muj
30,veracruz de ignacio de la llave,inicial,36648,18866,17782,0,0,0,14,1894,1908,1.0,1.0,1.0,0.007337526205450734,0.9926624737945493,0.5147893473040821,0.4852106526959179
30,veracruz de ignacio de la llave,media superior,1860679,908222,952457,254935,282531,537466,75944,81512,157456,0.7193032100081258,0.7033661362140233,0.7111452324662126,0.4823188700335332,0.5176811299664669,0.4881132102850626,0.5118867897149374
30,veracruz de ignacio de la llave,preescolar,1333587,671844,661743,0,0,0,3411,72371,75782,1.0,1.0,1.0,0.045010688554010185,0.9549893114459899,0.5037871544938576,0.4962128455061425
30,veracruz de ignacio de la llave,primaria,4748728,2420481,2328247,0,0,0,73593,165806,239399,1.0,1.0,1.0,0.3074072991115251,0.6925927008884749,0.5097114427273999,0.4902885572726002
30,veracruz de ignacio de la llave,secundaria,2239247,1129117,1110130,355260,357167,712427,43843,69311,113154,0.6853647584794136,0.678265608532334,0.6818452810252733,0.38746310338123263,0.6125368966187673,0.5042395948280828,0.49576040517191716
31,yucatán,inicial,44310,22815,21495,0,0,0,66,1487,1553,1.0,1.0,1.0,0.04249839021249195,0.9575016097875081,0.5148950575490859,0.485104942450914
31,yucatán,media superior,573296,282665,290631,69477,79425,148902,20893,20149,41042,0.7542072771655494,0.7267153194256635,0.7402702966704808,0.509063885775547,0.490936114224453,0.49305245457843766,0.5069475454215623
31,yucatán,preescolar,497617,252653,244964,0,0,0,1285,22278,23563,1.0,1.0,1.0,0.05453465178457752,0.9454653482154225,0.5077258212641449,0.4922741787358551
31,yucatán,primaria,1364601,696923,667678,0,0,0,15160,40568,55728,1.0,1.0,1.0,0.27203560149296585,0.7279643985070342,0.5107155864608043,0.4892844135391957
31,yucatán,secundaria,643696,325325,318371,99259,100908,200167,15049,21439,36488,0.6948927995081842,0.68304902142469,0.6890348860331585,0.4124369655777242,0.5875630344222759,0.5054016181551539,0.494598381844846
32,zacatecas,inicial,26409,13508,12901,0,0,0,0,870,870,1.0,1.0,1.0,0.0,1.0,0.511492294293612,0.48850770570638796
32,zacatecas,media superior,389825,180959,208866,43815,57137,100952,15775,14183,29958,0.7578733304229135,0.726441833520056,0.7410325145898801,0.5265705320782429,0.4734294679217571,0.4642057333418842,0.5357942666581158
32,zacatecas,preescolar,420715,211539,209176,0,0,0,1192,15258,16450,1.0,1.0,1.0,0.07246200607902735,0.9275379939209727,0.5028083144171233,0.4971916855828768
32,zacatecas,primaria,1159547,586871,572676,0,0,0,18823,26454,45277,1.0,1.0,1.0,0.41572984075800073,0.5842701592419992,0.5061209248094299,0.4938790751905701
32,zacatecas,secundaria,530833,266496,264337,75677,79822,155499,9342,11560,20902,0.7160295088856868,0.6980294094281163,0.70706606409172,0.44694287627978185,0.5530571237202182,0.5020335962534357,0.49796640374656437
